project,merge commit,file,number of InsertionLevelInitializationBlockHandler conflicts,number of SimpleInitializationBlockHandler conflicts,number of Actual conflicts,InsertionLevelInitializationBlockHandler output = SimpleInitializationBlockHandler output,InsertionLevelInitializationBlockHandler output = Actual output,SimpleInitializationBlockHandler output = Actual output,InsertionLevelInitializationBlockHandler conflicts = SimpleInitializationBlockHandler conflicts,InsertionLevelInitializationBlockHandler conflicts = Actual conflicts,SimpleInitializationBlockHandler conflicts = Actual conflicts
spring-framework,9804e7505158875a80b993b0fab7f8fcef1c2bce,MimeType,1,1,0,true,false,false,true,false,false
spring-framework,9804e7505158875a80b993b0fab7f8fcef1c2bce,MediaType,1,1,0,true,false,false,true,false,false
spring-framework,f6a392c5ae373c0a4b3ecdffcf6f985cb0e5db13,ReflectUtils,1,1,0,false,false,false,true,false,false
spring-framework,dc5807ea51b189acc7090036f9b5a4732280139a,ReflectUtils,3,2,0,false,false,false,false,false,false
spring-framework,dc5807ea51b189acc7090036f9b5a4732280139a,ReflectUtils,3,2,0,false,false,false,false,false,false
spring-framework,030ba52805a7c513fa196e97d54543b6e3972cae,JndiRmiServiceExporter,0,0,0,true,false,false,true,true,true
spring-framework,4d7fa9a632b08fd5e7fd7669e4d6c159e17783c4,CommonAnnotationBeanPostProcessor,2,2,0,false,false,false,false,false,false
spring-framework,4d7fa9a632b08fd5e7fd7669e4d6c159e17783c4,CommonAnnotationBeanPostProcessor,2,2,0,false,false,false,false,false,false
spring-framework,3dc84c2d92c0fb64e23780f840c563cf4a1e483f,DefaultFormattingConversionService,0,0,0,true,true,true,true,true,true
spring-framework,8f96ca4a2d82607a511dbb5b5e10e9f1c43ebe54,ReactiveAdapterRegistry,2,2,0,true,false,false,true,false,false
spring-framework,bd91dc70d5b0d40dff1bf034d827c86b12ecae0c,AbstractJackson2HttpMessageConverter,0,0,0,true,true,true,true,true,true
spring-framework,bd91dc70d5b0d40dff1bf034d827c86b12ecae0c,AbstractJackson2Encoder,0,0,0,true,true,true,true,true,true
spring-framework,6c631e3d5cb14a401befcc9f5ba6971153477d38,AbstractJackson2HttpMessageConverter,0,0,0,true,true,true,true,true,true
spring-framework,6c631e3d5cb14a401befcc9f5ba6971153477d38,RestTemplate,0,0,0,true,true,true,true,true,true
spring-framework,6c631e3d5cb14a401befcc9f5ba6971153477d38,RestTemplate,0,0,0,true,true,true,true,true,true
spring-framework,d5fed346428006b583b942cb4682bb26823e52e1,AbstractJackson2HttpMessageConverter,0,0,0,true,true,true,true,true,true
spring-framework,7dbb40ffa064d9fa4369eaa32fcf9152dfbbb75b,AbstractJackson2HttpMessageConverter,0,0,0,true,true,true,true,true,true
spring-framework,dd011c991ce801660ec2be7979f3fc6462f29289,AbstractMessageConverterMethodProcessor,1,1,0,false,false,false,true,false,false
spring-framework,dd011c991ce801660ec2be7979f3fc6462f29289,AbstractJackson2HttpMessageConverter,0,0,0,true,true,true,true,true,true
spring-framework,dd011c991ce801660ec2be7979f3fc6462f29289,ForwardedHeaderFilter,1,1,0,true,false,false,true,false,false
spring-framework,f4c0ceb1cc0cda53e29c91df6352fa3630cf5f13,MediaType,0,0,0,true,true,true,true,true,true
spring-framework,a34f1e375907350cc2dd211f0c8dc59f0e4e1890,DefaultWebClientBuilder,0,0,0,true,true,true,true,true,true
spring-framework,929244215cdc49f5fab0ea3a0efe18c0fe0da42a,ClassUtils,0,0,0,true,true,true,true,true,true
spring-framework,929244215cdc49f5fab0ea3a0efe18c0fe0da42a,ClassUtils,0,0,0,true,true,true,true,true,true
spring-framework,53565c825f9a8c615b389e076eb04bdc659ae881,MBeanServerConnectionFactoryBeanTests,0,0,0,true,true,true,true,true,true
spring-framework,53565c825f9a8c615b389e076eb04bdc659ae881,WebMvcConfigurationSupport,0,0,0,true,true,true,true,true,true
spring-framework,53565c825f9a8c615b389e076eb04bdc659ae881,CommonAnnotationBeanPostProcessor,0,0,0,true,true,true,true,true,true
spring-framework,c78960a1ba5701f236604189c9e88c6dc886cec1,ClassUtils,0,0,0,true,true,true,true,true,true
spring-framework,8f5b2b2231b07b3d09dbed7ab93c99fcccbc2803,MimeTypeUtils,0,0,0,true,true,true,true,true,true
spring-framework,8f5b2b2231b07b3d09dbed7ab93c99fcccbc2803,MediaType,1,1,0,true,false,false,true,false,false
spring-framework,faa3bde99152343deed45b678bce97511cae8ae5,MimeTypeUtils,0,0,0,true,true,true,true,true,true
spring-framework,faa3bde99152343deed45b678bce97511cae8ae5,MediaType,0,0,0,true,true,true,true,true,true
spring-framework,3c0233198353cc4bbaf8b19542be590cbfb140cb,XhrStreamingTransportHandler,0,0,0,true,true,true,true,true,true
spring-framework,3c0233198353cc4bbaf8b19542be590cbfb140cb,MapAnnotationAttributeExtractorTests,0,0,0,true,false,false,true,true,true
spring-framework,3c0233198353cc4bbaf8b19542be590cbfb140cb,CommonAnnotationBeanPostProcessor,0,0,0,true,true,true,true,true,true
spring-framework,3c0233198353cc4bbaf8b19542be590cbfb140cb,AbstractXhrTransport,0,0,0,true,true,true,true,true,true
spring-framework,3c0233198353cc4bbaf8b19542be590cbfb140cb,OrderUtils,0,0,0,true,true,true,true,true,true
spring-framework,3c0233198353cc4bbaf8b19542be590cbfb140cb,MediaType,0,0,0,true,true,true,true,true,true
spring-framework,3c0233198353cc4bbaf8b19542be590cbfb140cb,MimeTypeUtils,0,0,0,true,true,true,true,true,true
spring-framework,20764685ecd1390508129b3df667f6392b5cc96f,OrderUtils,0,0,0,true,true,true,true,true,true
spring-framework,20764685ecd1390508129b3df667f6392b5cc96f,MapAnnotationAttributeExtractorTests,0,0,0,true,false,false,true,true,true
spring-framework,34ddb1e3cdc0603273f38b33b3fedeeb5e8ea59b,MimeTypeUtils,0,0,0,true,true,true,true,true,true
spring-framework,a312d900f812586e4d0614c9c5904eb16f059509,GenericConversionService,0,0,0,true,true,true,true,true,true
spring-framework,a312d900f812586e4d0614c9c5904eb16f059509,GenericConversionService,0,0,0,true,true,true,true,true,true
spring-framework,3e81482760f742d078e71b166cc0f7c3c2eb6abb,MethodInvokingJobDetailFactoryBean,1,1,0,true,false,false,true,false,false
spring-framework,3e81482760f742d078e71b166cc0f7c3c2eb6abb,MethodInvokingJobDetailFactoryBean,1,1,0,true,false,false,true,false,false
spring-framework,3e81482760f742d078e71b166cc0f7c3c2eb6abb,VfsUtils,1,1,0,true,false,false,true,false,false
spring-framework,3e81482760f742d078e71b166cc0f7c3c2eb6abb,VfsUtils,1,1,0,true,false,false,true,false,false
spring-framework,3e81482760f742d078e71b166cc0f7c3c2eb6abb,PathMatchingResourcePatternResolver,1,1,0,true,false,false,true,false,false
spring-framework,ee36c80ca961a5b2af233cd26a5483d57939c0af,ClassUtils,1,1,0,true,false,false,true,false,false
spring-framework,ee36c80ca961a5b2af233cd26a5483d57939c0af,ContextLoader,1,1,0,true,false,false,true,false,false
spring-framework,ee36c80ca961a5b2af233cd26a5483d57939c0af,DispatcherServlet,1,1,0,true,false,false,true,false,false
spring-framework,ee36c80ca961a5b2af233cd26a5483d57939c0af,DefaultListableBeanFactory,1,1,0,true,false,false,true,false,false
spring-framework,ee36c80ca961a5b2af233cd26a5483d57939c0af,MediaType,1,1,0,true,false,false,true,false,false
spring-framework,ee36c80ca961a5b2af233cd26a5483d57939c0af,SpringValidatorAdapter,1,1,0,true,false,false,true,false,false
spring-framework,ee36c80ca961a5b2af233cd26a5483d57939c0af,TypeDescriptor,1,1,0,true,false,false,true,false,false
spring-framework,0ae973f995229bce0c5b9ffe25fe1f5340559656,DispatcherServlet,1,1,0,true,false,false,true,false,false
spring-framework,398cf997b3dfc415520d9c56e0bc1a49e4473bee,MethodInvokingJobDetailFactoryBean,0,0,0,true,false,false,true,true,true
spring-framework,e091e399dcf0323fbe509b267bfc5ce176571eb8,QuartzJobBean,0,0,0,true,true,true,true,true,true
spring-framework,e091e399dcf0323fbe509b267bfc5ce176571eb8,QuartzJobBean,0,0,0,true,true,true,true,true,true
