project;timeStamp
spring-boot;0,687
spring-boot;0,555
spring-boot;0,512
spring-boot;0,511
spring-boot;0,472
spring-boot;0,464
spring-boot;0,519
spring-boot;0,539
spring-boot;0,539
spring-boot;0,511
spring-boot;0,541
spring-boot;1,984
spring-boot;1,941
spring-boot;2,065
spring-boot;1,902
spring-boot;1,936
spring-boot;0,5
spring-boot;0,475
spring-boot;0,468
spring-boot;0,457
spring-boot;0,474
spring-boot;0,476
spring-boot;0,496
spring-boot;0,479
spring-boot;0,49
spring-boot;0,483
spring-boot;3,547
spring-boot;3,354
spring-boot;3,15
spring-boot;3,464
spring-boot;3,541
spring-boot;0,554
spring-boot;0,515
spring-boot;0,518
spring-boot;0,491
spring-boot;0,501
spring-boot;0,463
spring-boot;0,466
spring-boot;0,437
spring-boot;0,475
spring-boot;0,454
spring-boot;1,704
spring-boot;1,675
spring-boot;1,72
spring-boot;1,715
spring-boot;1,607
spring-boot;0,512
spring-boot;0,483
spring-boot;0,462
spring-boot;0,459
spring-boot;0,454
spring-boot;1,99
spring-boot;2,007
spring-boot;2,123
spring-boot;2,077
spring-boot;2,099
spring-boot;2,439
spring-boot;2,44
spring-boot;2,438
spring-boot;2,404
spring-boot;2,329
spring-boot;2,554
spring-boot;2,636
spring-boot;2,598
spring-boot;2,636
spring-boot;2,593
spring-boot;0,507
spring-boot;0,449
spring-boot;0,444
spring-boot;0,424
spring-boot;0,439
spring-boot;1,605
spring-boot;1,647
spring-boot;1,776
spring-boot;1,692
spring-boot;1,682
spring-boot;0,527
spring-boot;0,488
spring-boot;0,483
spring-boot;0,469
spring-boot;0,467
spring-boot;0,452
spring-boot;0,465
spring-boot;0,45
spring-boot;0,43
spring-boot;0,465
spring-boot;0,49
spring-boot;0,508
spring-boot;0,477
spring-boot;0,475
spring-boot;0,491
spring-boot;0,459
spring-boot;0,481
spring-boot;0,441
spring-boot;0,428
spring-boot;0,46
spring-boot;0,485
spring-boot;0,47
spring-boot;0,51
spring-boot;0,478
spring-boot;0,486
spring-boot;1,655
spring-boot;1,75
spring-boot;1,759
spring-boot;1,718
spring-boot;1,718
spring-boot;2,291
spring-boot;2,306
spring-boot;2,361
spring-boot;2,36
spring-boot;2,331
spring-boot;2,63
spring-boot;2,692
spring-boot;2,65
spring-boot;2,702
spring-boot;2,647
spring-boot;0,527
spring-boot;0,507
spring-boot;0,52
spring-boot;0,483
